generated_at,window_start,window_end,category,dimension_type,dimension_value,market_type,side,team,game_date,candidate_status,score_bin,n,n_graded,hit_rate_pct,breakeven_pct,hit_minus_breakeven_pp,pl_cents,avg_price_cents,avg_spread_cents,avg_snapshot_age_minutes,avg_brain_score,market_implied_probability_pct,actual_minus_implied_pp,pl_buy_early_cents,pl_buy_late_cents,pl_fade_cents,pct_moved_toward_winner,sample_warning
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,56-65c,ALL,YES,HOU,,,,6,6,66.67,60.33,6.33,38.0,60.33,6.08,1.2,0.0401,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,56-65c,ALL,YES,KC,,,,4,4,50.0,61.25,-11.25,-45.0,61.25,4.7,1.0,0.0432,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,56-65c,ALL,YES,LAA,,,,7,7,28.57,60.43,-31.86,-223.0,60.43,6.66,0.8,0.0012,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,56-65c,ALL,YES,LAD,,,,5,5,60.0,60.0,0.0,0.0,60.0,4.89,0.6,0.1348,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,56-65c,ALL,YES,MIA,,,,7,7,14.29,60.0,-45.71,-320.0,60.0,5.52,0.9,0.0396,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,56-65c,ALL,YES,MIL,,,,14,14,57.14,59.21,-2.07,-29.0,59.21,4.46,1.5,0.2601,,,,,,,low_n_lt_25
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,56-65c,ALL,YES,MIN,,,,10,10,50.0,59.7,-9.7,-97.0,59.7,2.9,1.1,0.2306,,,,,,,low_n_lt_25
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,56-65c,ALL,YES,NYM,,,,5,5,80.0,59.0,21.0,105.0,59.0,6.17,1.1,0.0,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,56-65c,ALL,YES,NYY,,,,3,3,33.33,62.0,-28.67,-86.0,62.0,3.1,1.4,0.0,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,56-65c,ALL,YES,PHI,,,,8,8,62.5,61.0,1.5,12.0,61.0,5.6,1.0,0.0191,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,56-65c,ALL,YES,PIT,,,,4,4,75.0,60.25,14.75,59.0,60.25,2.72,0.9,0.0909,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,56-65c,ALL,YES,SD,,,,7,7,85.71,60.43,25.29,177.0,60.43,5.03,0.6,0.1347,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,56-65c,ALL,YES,SEA,,,,7,7,57.14,61.14,-4.0,-28.0,61.14,5.98,0.8,0.0765,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,56-65c,ALL,YES,SF,,,,7,7,71.43,60.29,11.14,78.0,60.29,3.66,0.7,0.1784,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,56-65c,ALL,YES,STL,,,,7,7,14.29,60.0,-45.71,-320.0,60.0,5.24,0.9,0.092,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,56-65c,ALL,YES,TB,,,,5,5,40.0,59.8,-19.8,-99.0,59.8,5.71,0.7,0.0838,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,56-65c,ALL,YES,TEX,,,,4,4,25.0,59.75,-34.75,-139.0,59.75,5.18,1.0,0.1,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,56-65c,ALL,YES,TOR,,,,5,5,20.0,60.2,-40.2,-201.0,60.2,3.06,0.5,0.0346,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,date,56-65c,ALL,YES,,2026-07-19,,,33,33,66.67,59.91,6.76,223.0,59.91,1.18,0.6,0.0965,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,date,56-65c,ALL,YES,,2026-07-20,,,54,54,62.96,60.39,2.57,139.0,60.39,6.44,1.4,0.1228,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,date,56-65c,ALL,YES,,2026-07-21,,,43,43,48.84,60.53,-11.7,-503.0,60.53,4.51,0.9,0.1456,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,date,56-65c,ALL,YES,,2026-07-22,,,45,45,62.22,60.62,1.6,72.0,60.62,6.2,0.7,0.1596,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,date,56-65c,ALL,YES,,2026-07-23,,,17,17,41.18,60.12,-18.94,-322.0,60.12,2.13,0.4,0.1076,,,,,,,low_n_lt_25
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,date,56-65c,ALL,YES,,2026-07-24,,,55,55,43.64,59.96,-16.33,-898.0,59.96,4.5,1.1,0.1018,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,date,56-65c,ALL,YES,,2026-07-25,,,52,52,38.46,60.42,-21.96,-1142.0,60.42,3.61,1.1,0.1053,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,date,56-65c,ALL,YES,,2026-07-26,,,51,51,64.71,60.29,4.41,225.0,60.29,2.69,0.8,0.1127,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,overall,66-80c,ALL,YES,,,,,456,456,71.27,72.99,-1.72,-785.0,72.99,4.53,0.9,0.2938,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,market_type,66-80c,F5 totals,YES,,,,,99,99,73.74,72.44,1.29,128.0,72.44,9.0,1.0,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,market_type,66-80c,F5 winner,YES,,,,,1,1,100.0,67.0,33.0,33.0,67.0,3.72,0.9,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,market_type,66-80c,full game totals,YES,,,,,153,153,71.9,73.37,-1.47,-225.0,73.37,1.34,0.9,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,market_type,66-80c,moneyline,YES,,,,,8,8,87.5,69.88,17.62,141.0,69.88,2.22,1.4,0.3822,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,market_type,66-80c,team totals,YES,,,,,195,195,68.72,73.14,-4.42,-862.0,73.14,4.87,0.9,0.2655,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,ATH,,,,6,6,66.67,74.5,-7.83,-47.0,74.5,4.04,1.4,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,ATL,,,,10,10,70.0,73.2,-3.2,-32.0,73.2,4.64,0.6,0.2223,,,,,,,low_n_lt_25
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,AZ,,,,6,6,66.67,74.67,-8.0,-48.0,74.67,2.94,1.2,0.6781,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,BAL,,,,5,5,80.0,73.4,6.6,33.0,73.4,3.4,1.0,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,BOS,,,,4,4,75.0,72.75,2.25,9.0,72.75,4.83,0.8,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,CHC,,,,7,7,85.71,71.29,14.43,101.0,71.29,4.3,1.0,0.0,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,CIN,,,,8,8,75.0,72.88,2.12,17.0,72.88,4.94,0.9,0.0946,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,CLE,,,,8,8,50.0,75.12,-25.12,-201.0,75.12,4.86,0.6,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,COL,,,,4,4,100.0,72.5,27.5,110.0,72.5,2.64,0.8,0.0,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,CWS,,,,6,6,66.67,74.83,-8.17,-49.0,74.83,5.08,1.0,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,DET,,,,11,11,63.64,72.0,-8.36,-92.0,72.0,3.48,1.1,0.2625,,,,,,,low_n_lt_25
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,HOU,,,,7,7,85.71,73.29,12.43,87.0,73.29,6.09,1.2,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,KC,,,,9,9,66.67,73.0,-6.33,-57.0,73.0,4.45,1.1,0.0543,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,LAA,,,,7,7,71.43,73.57,-2.14,-15.0,73.57,5.98,0.8,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,LAD,,,,8,8,75.0,71.75,3.25,26.0,71.75,6.02,0.6,0.1565,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,MIA,,,,7,7,42.86,72.71,-29.86,-209.0,72.71,5.33,1.0,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,MIL,,,,12,12,75.0,72.17,2.83,34.0,72.17,3.95,1.5,0.4656,,,,,,,low_n_lt_25
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,MIN,,,,8,8,62.5,72.88,-10.38,-83.0,72.88,3.92,0.8,0.3635,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,NYM,,,,6,6,83.33,73.33,10.0,60.0,73.33,6.65,1.1,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,NYY,,,,4,4,75.0,74.5,0.5,2.0,74.5,5.16,1.2,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,PHI,,,,7,7,57.14,73.57,-16.43,-115.0,73.57,5.86,1.0,0.0,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,PIT,,,,5,5,60.0,73.4,-13.4,-67.0,73.4,5.38,0.8,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,SD,,,,8,8,87.5,73.62,13.88,111.0,73.62,3.85,0.6,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,SEA,,,,7,7,71.43,70.57,0.86,6.0,70.57,4.47,1.1,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,SF,,,,8,8,75.0,74.75,0.25,2.0,74.75,4.45,1.0,0.4268,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,STL,,,,7,7,42.86,73.57,-30.71,-215.0,73.57,5.76,0.9,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,TB,,,,7,7,71.43,73.14,-1.71,-12.0,73.14,6.43,0.7,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,TEX,,,,6,6,83.33,70.33,13.0,78.0,70.33,4.77,1.1,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,66-80c,ALL,YES,TOR,,,,6,6,50.0,70.33,-20.33,-122.0,70.33,4.91,0.4,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,date,66-80c,ALL,YES,,2026-07-19,,,46,46,71.74,73.02,-1.28,-59.0,73.02,1.36,0.6,0.1555,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,date,66-80c,ALL,YES,,2026-07-20,,,69,69,72.46,73.22,-0.75,-52.0,73.22,7.72,1.4,0.3006,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,date,66-80c,ALL,YES,,2026-07-21,,,53,53,67.92,72.81,-4.89,-259.0,72.81,4.9,0.9,0.3979,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,date,66-80c,ALL,YES,,2026-07-22,,,57,57,77.19,73.33,3.86,220.0,73.33,5.56,0.7,0.0083,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,date,66-80c,ALL,YES,,2026-07-23,,,21,21,66.67,72.9,-6.24,-131.0,72.9,2.21,0.4,0.2784,,,,,,,low_n_lt_25
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,date,66-80c,ALL,YES,,2026-07-24,,,73,73,64.38,73.23,-8.85,-646.0,73.23,4.84,1.1,0.4122,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,date,66-80c,ALL,YES,,2026-07-25,,,63,63,55.56,72.41,-16.86,-1062.0,72.41,4.23,1.1,0.3972,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,date,66-80c,ALL,YES,,2026-07-26,,,74,74,89.19,72.92,16.27,1204.0,72.92,3.11,0.8,0.2334,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,overall,81-99c,ALL,YES,,,,,686,686,87.76,90.02,-2.27,-1554.0,90.02,6.82,0.9,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,market_type,81-99c,F5 totals,YES,,,,,224,224,87.5,91.23,-3.73,-836.0,91.23,13.94,0.9,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,market_type,81-99c,full game totals,YES,,,,,286,286,89.86,91.34,-1.48,-423.0,91.34,1.97,0.9,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,market_type,81-99c,team totals,YES,,,,,176,176,84.66,86.34,-1.68,-295.0,86.34,5.62,1.0,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,ATH,,,,6,6,83.33,86.67,-3.33,-20.0,86.67,4.85,1.4,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,ATL,,,,8,8,100.0,88.38,11.62,93.0,88.38,5.09,0.6,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,AZ,,,,4,4,100.0,89.25,10.75,43.0,89.25,4.86,1.0,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,BAL,,,,5,5,100.0,86.4,13.6,68.0,86.4,4.32,1.0,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,BOS,,,,4,4,75.0,86.0,-11.0,-44.0,86.0,5.2,0.8,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,CHC,,,,8,8,87.5,86.25,1.25,10.0,86.25,5.43,1.0,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,CIN,,,,6,6,83.33,85.17,-1.83,-11.0,85.17,3.36,0.8,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,CLE,,,,4,4,50.0,85.5,-35.5,-142.0,85.5,4.94,0.5,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,COL,,,,2,2,100.0,86.0,14.0,28.0,86.0,2.84,1.0,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,CWS,,,,5,5,60.0,86.4,-26.4,-132.0,86.4,5.31,0.9,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,DET,,,,11,11,90.91,86.91,4.0,44.0,86.91,4.96,1.1,,,,,,,,low_n_lt_25
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,HOU,,,,7,7,100.0,86.71,13.29,93.0,86.71,6.1,1.2,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,KC,,,,6,6,100.0,86.83,13.17,79.0,86.83,4.39,1.3,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,LAA,,,,7,7,85.71,86.43,-0.71,-5.0,86.43,6.82,0.8,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,LAD,,,,7,7,100.0,86.29,13.71,96.0,86.29,8.0,0.6,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,MIA,,,,7,7,85.71,86.0,-0.29,-2.0,86.0,7.63,1.0,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,MIL,,,,10,10,80.0,87.8,-7.8,-78.0,87.8,5.46,1.5,,,,,,,,low_n_lt_25
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,MIN,,,,8,8,62.5,85.88,-23.38,-187.0,85.88,4.79,1.3,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,NYM,,,,3,3,100.0,84.67,15.33,46.0,84.67,4.99,0.6,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,NYY,,,,2,2,100.0,85.0,15.0,30.0,85.0,5.22,0.8,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,PHI,,,,6,6,50.0,87.17,-37.17,-223.0,87.17,7.44,1.0,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,PIT,,,,4,4,75.0,85.25,-10.25,-41.0,85.25,6.53,1.0,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,SD,,,,7,7,100.0,86.0,14.0,98.0,86.0,6.07,0.6,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,SEA,,,,7,7,85.71,84.71,1.0,7.0,84.71,6.34,1.1,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,SF,,,,7,7,85.71,88.14,-2.43,-17.0,88.14,6.42,0.9,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,STL,,,,7,7,71.43,86.86,-15.43,-108.0,86.86,5.99,0.9,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,TB,,,,5,5,80.0,84.8,-4.8,-24.0,84.8,6.11,0.7,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,TEX,,,,6,6,100.0,84.5,15.5,93.0,84.5,5.62,1.1,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,team,81-99c,ALL,YES,TOR,,,,7,7,71.43,84.14,-12.71,-89.0,84.14,4.77,0.5,,,,,,,,very_low_n_lt_10
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,date,81-99c,ALL,YES,,2026-07-19,,,66,66,92.42,90.26,2.17,143.0,90.26,1.99,0.6,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,date,81-99c,ALL,YES,,2026-07-20,,,107,107,96.26,90.51,5.75,615.0,90.51,9.54,1.3,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,date,81-99c,ALL,YES,,2026-07-21,,,97,97,89.69,89.62,0.07,7.0,89.62,7.09,0.9,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,date,81-99c,ALL,YES,,2026-07-22,,,86,86,86.05,90.12,-4.07,-350.0,90.12,9.09,0.7,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,date,81-99c,ALL,YES,,2026-07-23,,,28,28,75.0,90.46,-15.46,-433.0,90.46,4.34,0.4,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,date,81-99c,ALL,YES,,2026-07-24,,,98,98,83.67,90.13,-6.46,-633.0,90.13,8.18,1.2,,,,,,,,
