family,feature,feature_value,outcome,seasons_seen,season_count,total_count,min_season_count,avg_rate,min_rate,max_rate,rate_range,avg_lift,min_lift,max_lift,stability_label
starter_quality,opponent_starter_xfip_bucket,very_bad_5_25_plus,team_runs_4plus,"2023,2024,2025",3,3240,884,0.5972,0.5602,0.6217,0.0615,0.0393,0.0109,0.0597,mixed_or_noisy
starter_quality,opponent_starter_xfip_bucket,very_bad_5_25_plus,team_runs_5plus,"2023,2024,2025",3,3240,884,0.4702,0.427,0.5041,0.0771,0.0387,0.0104,0.0544,mixed_or_noisy
starter_quality,opponent_starter_xfip_bucket,very_bad_5_25_plus,team_trailed_early_1to3,"2023,2024,2025",3,3240,884,0.471,0.4559,0.4829,0.027,-0.0171,-0.0267,-0.0098,mixed_or_noisy
starter_quality,opponent_starter_xfip_bucket,very_bad_5_25_plus,team_won,"2023,2024,2025",3,3240,884,0.5288,0.5269,0.5311,0.0042,0.0294,0.0269,0.0311,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,avg_45_60,f5_total_4plus,"2023,2024,2025",3,3239,1052,0.616,0.5979,0.6333,0.0354,-0.0099,-0.0232,-0.0009,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,avg_45_60,f5_total_5plus,"2023,2024,2025",3,3239,1052,0.4951,0.4712,0.5265,0.0553,-0.0113,-0.0245,-0.0045,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,avg_45_60,game_total_10plus,"2023,2024,2025",3,3239,1052,0.3981,0.3658,0.4154,0.0496,-0.001,-0.0147,0.0243,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,avg_45_60,game_total_9plus,"2023,2024,2025",3,3239,1052,0.5038,0.481,0.5152,0.0342,0.0053,-0.0086,0.0299,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,avg_45_60,opponent_blew_early_small_lead,"2023,2024,2025",3,3239,1052,0.2659,0.2471,0.2817,0.0346,-0.015,-0.0226,-0.0036,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,avg_45_60,opponent_runs_4plus,"2023,2024,2025",3,3239,1052,0.557,0.5421,0.5694,0.0273,-0.0009,-0.015,0.0201,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,avg_45_60,opponent_runs_5plus,"2023,2024,2025",3,3239,1052,0.425,0.403,0.4442,0.0412,-0.0066,-0.0222,0.0112,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,avg_45_60,team_early_deficit_scored_next2,"2023,2024,2025",3,3239,1052,0.3134,0.2976,0.328,0.0304,-0.0114,-0.0172,-0.0036,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,avg_45_60,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,3239,1052,0.2659,0.2471,0.2817,0.0346,-0.015,-0.0226,-0.0036,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,avg_45_60,team_f5_runs_2plus,"2023,2024,2025",3,3239,1052,0.5748,0.5509,0.6002,0.0493,-0.0084,-0.0286,0.0057,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,avg_45_60,team_post5_runs_2plus,"2023,2024,2025",3,3239,1052,0.4796,0.4639,0.4905,0.0266,-0.0013,-0.0062,0.0072,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,avg_45_60,team_runs_4plus,"2023,2024,2025",3,3239,1052,0.5571,0.5437,0.5784,0.0347,-0.0008,-0.0056,0.0039,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,avg_45_60,team_runs_5plus,"2023,2024,2025",3,3239,1052,0.4383,0.4259,0.4584,0.0325,0.0067,0.0053,0.0093,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,avg_45_60,team_trailed_early_1to3,"2023,2024,2025",3,3239,1052,0.4839,0.4792,0.4895,0.0103,-0.0042,-0.0059,-0.0032,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,avg_45_60,team_won,"2023,2024,2025",3,3239,1052,0.4942,0.4924,0.4952,0.0028,-0.0051,-0.0076,-0.0029,mixed_or_noisy
f5_post5_identity,f5_style_bucket,late_scoring,f5_total_4plus,"2023,2024,2025",3,3212,1016,0.6311,0.6077,0.6683,0.0606,0.0051,-0.0134,0.0341,mixed_or_noisy
f5_post5_identity,f5_style_bucket,late_scoring,f5_total_5plus,"2023,2024,2025",3,3212,1016,0.5076,0.4794,0.56,0.0806,0.0012,-0.0163,0.029,mixed_or_noisy
f5_post5_identity,f5_style_bucket,late_scoring,game_total_10plus,"2023,2024,2025",3,3212,1016,0.3962,0.3666,0.4409,0.0743,-0.0029,-0.0139,0.0152,mixed_or_noisy
f5_post5_identity,f5_style_bucket,late_scoring,game_total_9plus,"2023,2024,2025",3,3212,1016,0.4961,0.4724,0.5374,0.065,-0.0023,-0.0129,0.0137,mixed_or_noisy
f5_post5_identity,f5_style_bucket,late_scoring,opponent_blew_early_small_lead,"2023,2024,2025",3,3212,1016,0.2817,0.2557,0.3169,0.0612,0.0008,-0.0153,0.0316,mixed_or_noisy
f5_post5_identity,f5_style_bucket,late_scoring,opponent_runs_4plus,"2023,2024,2025",3,3212,1016,0.5613,0.5466,0.5728,0.0262,0.0034,-0.0027,0.0146,mixed_or_noisy
f5_post5_identity,f5_style_bucket,late_scoring,opponent_runs_5plus,"2023,2024,2025",3,3212,1016,0.4348,0.4118,0.4636,0.0518,0.0032,-0.0048,0.0107,mixed_or_noisy
f5_post5_identity,f5_style_bucket,late_scoring,team_early_deficit_scored_next2,"2023,2024,2025",3,3212,1016,0.3264,0.2997,0.3681,0.0684,0.0016,-0.0166,0.0365,mixed_or_noisy
f5_post5_identity,f5_style_bucket,late_scoring,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,3212,1016,0.2817,0.2557,0.3169,0.0612,0.0008,-0.0153,0.0316,mixed_or_noisy
f5_post5_identity,f5_style_bucket,late_scoring,team_f5_runs_2plus,"2023,2024,2025",3,3212,1016,0.5779,0.539,0.6181,0.0791,-0.0053,-0.0405,0.0236,mixed_or_noisy
f5_post5_identity,f5_style_bucket,late_scoring,team_post5_runs_2plus,"2023,2024,2025",3,3212,1016,0.4769,0.4471,0.4941,0.047,-0.0041,-0.023,0.0122,mixed_or_noisy
f5_post5_identity,f5_style_bucket,late_scoring,team_runs_4plus,"2023,2024,2025",3,3212,1016,0.5535,0.5325,0.5886,0.0561,-0.0044,-0.0175,0.0141,mixed_or_noisy
f5_post5_identity,f5_style_bucket,late_scoring,team_runs_5plus,"2023,2024,2025",3,3212,1016,0.4262,0.4036,0.4626,0.059,-0.0053,-0.013,0.0097,mixed_or_noisy
f5_post5_identity,f5_style_bucket,late_scoring,team_trailed_early_1to3,"2023,2024,2025",3,3212,1016,0.4928,0.4842,0.501,0.0168,0.0047,-0.0085,0.0121,mixed_or_noisy
f5_post5_identity,f5_style_bucket,late_scoring,team_won,"2023,2024,2025",3,3212,1016,0.4937,0.473,0.5148,0.0418,-0.0057,-0.025,0.0148,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,below_avg_30_45,f5_total_4plus,"2023,2024,2025",3,3210,891,0.6253,0.6159,0.6375,0.0216,-0.0007,-0.0052,0.0033,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,below_avg_30_45,f5_total_5plus,"2023,2024,2025",3,3210,891,0.5124,0.4905,0.5522,0.0617,0.006,-0.0052,0.0212,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,below_avg_30_45,game_total_10plus,"2023,2024,2025",3,3210,891,0.377,0.3495,0.4265,0.077,-0.0221,-0.036,0.0008,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,below_avg_30_45,game_total_9plus,"2023,2024,2025",3,3210,891,0.4706,0.4411,0.514,0.0729,-0.0278,-0.0442,-0.0097,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,below_avg_30_45,opponent_blew_early_small_lead,"2023,2024,2025",3,3210,891,0.292,0.2794,0.3042,0.0248,0.0111,-0.0083,0.0227,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,below_avg_30_45,opponent_runs_4plus,"2023,2024,2025",3,3210,891,0.5654,0.5305,0.6139,0.0834,0.0075,-0.0188,0.0394,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,below_avg_30_45,opponent_runs_5plus,"2023,2024,2025",3,3210,891,0.4359,0.4127,0.4736,0.0609,0.0043,-0.0039,0.0207,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,below_avg_30_45,team_early_deficit_scored_next2,"2023,2024,2025",3,3210,891,0.3355,0.3156,0.358,0.0424,0.0108,-0.0123,0.0264,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,below_avg_30_45,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,3210,891,0.292,0.2794,0.3042,0.0248,0.0111,-0.0083,0.0227,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,below_avg_30_45,team_f5_runs_2plus,"2023,2024,2025",3,3210,891,0.5683,0.5578,0.5744,0.0166,-0.0148,-0.0367,-0.001,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,below_avg_30_45,team_post5_runs_2plus,"2023,2024,2025",3,3210,891,0.4606,0.4385,0.4961,0.0576,-0.0204,-0.0316,0.0006,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,below_avg_30_45,team_runs_4plus,"2023,2024,2025",3,3210,891,0.5352,0.5234,0.5466,0.0232,-0.0227,-0.0279,-0.0136,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,below_avg_30_45,team_runs_5plus,"2023,2024,2025",3,3210,891,0.3943,0.3792,0.4119,0.0327,-0.0372,-0.041,-0.0333,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,below_avg_30_45,team_trailed_early_1to3,"2023,2024,2025",3,3210,891,0.5103,0.4867,0.5398,0.0531,0.0222,-0.006,0.0509,mixed_or_noisy
offense_consistency,l10_scored4_rate_bucket,below_avg_30_45,team_won,"2023,2024,2025",3,3210,891,0.4787,0.4658,0.4896,0.0238,-0.0206,-0.0342,-0.0084,mixed_or_noisy
starter_volatility,opponent_starter_ra_std_bucket,volatile_2_0_3_0,f5_total_4plus,"2023,2024,2025",3,3208,998,0.6211,0.5791,0.6473,0.0682,-0.0049,-0.042,0.0247,mixed_or_noisy
starter_volatility,opponent_starter_ra_std_bucket,volatile_2_0_3_0,f5_total_5plus,"2023,2024,2025",3,3208,998,0.5044,0.4644,0.5279,0.0635,-0.002,-0.0313,0.0285,mixed_or_noisy
starter_volatility,opponent_starter_ra_std_bucket,volatile_2_0_3_0,game_total_10plus,"2023,2024,2025",3,3208,998,0.3985,0.3654,0.4322,0.0668,-0.0006,-0.0151,0.0067,mixed_or_noisy
starter_volatility,opponent_starter_ra_std_bucket,volatile_2_0_3_0,game_total_9plus,"2023,2024,2025",3,3208,998,0.4966,0.478,0.5297,0.0517,-0.0019,-0.0073,0.006,mixed_or_noisy
starter_volatility,opponent_starter_ra_std_bucket,volatile_2_0_3_0,opponent_blew_early_small_lead,"2023,2024,2025",3,3208,998,0.2807,0.2655,0.2905,0.025,-0.0002,-0.0222,0.0208,mixed_or_noisy
starter_volatility,opponent_starter_ra_std_bucket,volatile_2_0_3_0,opponent_runs_4plus,"2023,2024,2025",3,3208,998,0.5619,0.5486,0.5881,0.0395,0.004,-0.0014,0.0136,mixed_or_noisy
starter_volatility,opponent_starter_ra_std_bucket,volatile_2_0_3_0,opponent_runs_5plus,"2023,2024,2025",3,3208,998,0.4383,0.4191,0.4739,0.0548,0.0067,-0.0061,0.021,mixed_or_noisy
starter_volatility,opponent_starter_ra_std_bucket,volatile_2_0_3_0,team_early_deficit_scored_next2,"2023,2024,2025",3,3208,998,0.3163,0.3086,0.3304,0.0218,-0.0085,-0.0193,-0.0012,mixed_or_noisy
starter_volatility,opponent_starter_ra_std_bucket,volatile_2_0_3_0,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,3208,998,0.2807,0.2655,0.2905,0.025,-0.0002,-0.0222,0.0208,mixed_or_noisy
starter_volatility,opponent_starter_ra_std_bucket,volatile_2_0_3_0,team_f5_runs_2plus,"2023,2024,2025",3,3208,998,0.5869,0.5624,0.6012,0.0388,0.0037,-0.0171,0.0258,mixed_or_noisy
starter_volatility,opponent_starter_ra_std_bucket,volatile_2_0_3_0,team_post5_runs_2plus,"2023,2024,2025",3,3208,998,0.484,0.4589,0.5005,0.0416,0.003,-0.0112,0.0232,mixed_or_noisy
starter_volatility,opponent_starter_ra_std_bucket,volatile_2_0_3_0,team_runs_4plus,"2023,2024,2025",3,3208,998,0.5629,0.5486,0.589,0.0404,0.005,-0.0014,0.0145,mixed_or_noisy
starter_volatility,opponent_starter_ra_std_bucket,volatile_2_0_3_0,team_runs_5plus,"2023,2024,2025",3,3208,998,0.4318,0.4246,0.4438,0.0192,0.0002,-0.0091,0.0103,mixed_or_noisy
starter_volatility,opponent_starter_ra_std_bucket,volatile_2_0_3_0,team_trailed_early_1to3,"2023,2024,2025",3,3208,998,0.4909,0.4709,0.5014,0.0305,0.0028,-0.0218,0.0188,mixed_or_noisy
starter_volatility,opponent_starter_ra_std_bucket,volatile_2_0_3_0,team_won,"2023,2024,2025",3,3208,998,0.5007,0.4845,0.5097,0.0252,0.0014,-0.0155,0.0117,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,avg_45_60,f5_total_4plus,"2023,2024,2025",3,3183,1029,0.6192,0.6175,0.6219,0.0044,-0.0068,-0.0123,-0.0036,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,avg_45_60,f5_total_5plus,"2023,2024,2025",3,3183,1029,0.4942,0.4908,0.4971,0.0063,-0.0122,-0.0364,0.0014,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,avg_45_60,game_total_10plus,"2023,2024,2025",3,3183,1029,0.3979,0.3699,0.4167,0.0468,-0.0012,-0.0106,0.0161,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,avg_45_60,game_total_9plus,"2023,2024,2025",3,3183,1029,0.4989,0.474,0.5233,0.0493,0.0005,-0.0123,0.0142,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,avg_45_60,opponent_blew_early_small_lead,"2023,2024,2025",3,3183,1029,0.2831,0.2553,0.2975,0.0422,0.0022,-0.0144,0.0122,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,avg_45_60,opponent_runs_4plus,"2023,2024,2025",3,3183,1029,0.5612,0.5457,0.5713,0.0256,0.0033,-0.0288,0.0213,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,avg_45_60,opponent_runs_5plus,"2023,2024,2025",3,3183,1029,0.4276,0.4149,0.4364,0.0215,-0.004,-0.038,0.0149,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,avg_45_60,team_early_deficit_scored_next2,"2023,2024,2025",3,3183,1029,0.3212,0.3064,0.3306,0.0242,-0.0036,-0.0084,-0.001,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,avg_45_60,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,3183,1029,0.2831,0.2553,0.2975,0.0422,0.0022,-0.0144,0.0122,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,avg_45_60,team_f5_runs_2plus,"2023,2024,2025",3,3183,1029,0.5821,0.5637,0.6084,0.0447,-0.001,-0.0117,0.0139,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,avg_45_60,team_post5_runs_2plus,"2023,2024,2025",3,3183,1029,0.4911,0.4846,0.5018,0.0172,0.0101,0.0063,0.0168,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,avg_45_60,team_runs_4plus,"2023,2024,2025",3,3183,1029,0.5567,0.5385,0.5806,0.0421,-0.0012,-0.0115,0.0061,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,avg_45_60,team_runs_5plus,"2023,2024,2025",3,3183,1029,0.4408,0.4114,0.4668,0.0554,0.0092,-0.0138,0.0275,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,avg_45_60,team_trailed_early_1to3,"2023,2024,2025",3,3183,1029,0.4908,0.4776,0.5015,0.0239,0.0027,-0.0113,0.0107,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,avg_45_60,team_won,"2023,2024,2025",3,3183,1029,0.4992,0.474,0.5251,0.0511,-0.0001,-0.024,0.0251,mixed_or_noisy
opponent_vulnerability,opponent_l10_allowed4_rate_bucket,avg_45_60,f5_total_4plus,"2023,2024,2025",3,3153,950,0.6172,0.605,0.6245,0.0195,-0.0088,-0.0161,0.0019,mixed_or_noisy
opponent_vulnerability,opponent_l10_allowed4_rate_bucket,avg_45_60,f5_total_5plus,"2023,2024,2025",3,3153,950,0.4921,0.4713,0.5253,0.054,-0.0143,-0.0244,-0.0057,mixed_or_noisy
opponent_vulnerability,opponent_l10_allowed4_rate_bucket,avg_45_60,game_total_10plus,"2023,2024,2025",3,3153,950,0.4011,0.3642,0.4337,0.0695,0.002,-0.0163,0.0143,mixed_or_noisy
opponent_vulnerability,opponent_l10_allowed4_rate_bucket,avg_45_60,game_total_9plus,"2023,2024,2025",3,3153,950,0.4905,0.4619,0.5242,0.0623,-0.0079,-0.0244,0.0005,mixed_or_noisy
opponent_vulnerability,opponent_l10_allowed4_rate_bucket,avg_45_60,opponent_blew_early_small_lead,"2023,2024,2025",3,3153,950,0.2824,0.2399,0.3127,0.0728,0.0015,-0.0298,0.025,mixed_or_noisy
opponent_vulnerability,opponent_l10_allowed4_rate_bucket,avg_45_60,opponent_runs_4plus,"2023,2024,2025",3,3153,950,0.5642,0.5441,0.5895,0.0454,0.0062,-0.0059,0.015,mixed_or_noisy
opponent_vulnerability,opponent_l10_allowed4_rate_bucket,avg_45_60,opponent_runs_5plus,"2023,2024,2025",3,3153,950,0.4407,0.4225,0.4653,0.0428,0.0092,-0.0027,0.0178,mixed_or_noisy
opponent_vulnerability,opponent_l10_allowed4_rate_bucket,avg_45_60,team_early_deficit_scored_next2,"2023,2024,2025",3,3153,950,0.3254,0.2802,0.3484,0.0682,0.0006,-0.0346,0.0196,mixed_or_noisy
opponent_vulnerability,opponent_l10_allowed4_rate_bucket,avg_45_60,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,3153,950,0.2824,0.2399,0.3127,0.0728,0.0015,-0.0298,0.025,mixed_or_noisy
opponent_vulnerability,opponent_l10_allowed4_rate_bucket,avg_45_60,team_f5_runs_2plus,"2023,2024,2025",3,3153,950,0.5703,0.5484,0.5979,0.0495,-0.0128,-0.0311,0.0034,mixed_or_noisy
opponent_vulnerability,opponent_l10_allowed4_rate_bucket,avg_45_60,team_post5_runs_2plus,"2023,2024,2025",3,3153,950,0.4797,0.4739,0.4863,0.0124,-0.0012,-0.0092,0.0038,mixed_or_noisy
opponent_vulnerability,opponent_l10_allowed4_rate_bucket,avg_45_60,team_runs_4plus,"2023,2024,2025",3,3153,950,0.5503,0.5373,0.5663,0.029,-0.0076,-0.0127,-0.002,mixed_or_noisy
opponent_vulnerability,opponent_l10_allowed4_rate_bucket,avg_45_60,team_runs_5plus,"2023,2024,2025",3,3153,950,0.4195,0.3993,0.4537,0.0544,-0.0121,-0.0259,0.0008,mixed_or_noisy
opponent_vulnerability,opponent_l10_allowed4_rate_bucket,avg_45_60,team_trailed_early_1to3,"2023,2024,2025",3,3153,950,0.4921,0.4567,0.5154,0.0587,0.004,-0.0259,0.0227,mixed_or_noisy
opponent_vulnerability,opponent_l10_allowed4_rate_bucket,avg_45_60,team_won,"2023,2024,2025",3,3153,950,0.4856,0.4768,0.4942,0.0174,-0.0137,-0.0232,-0.0058,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,high_60_75,f5_total_4plus,"2023,2024,2025",3,3152,983,0.6384,0.6124,0.6531,0.0407,0.0124,-0.0102,0.032,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,high_60_75,f5_total_5plus,"2023,2024,2025",3,3152,983,0.5169,0.4838,0.5461,0.0623,0.0105,-0.0087,0.0252,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,high_60_75,game_total_10plus,"2023,2024,2025",3,3152,983,0.4117,0.3876,0.4435,0.0559,0.0126,-0.0035,0.0234,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,high_60_75,game_total_9plus,"2023,2024,2025",3,3152,983,0.5122,0.4838,0.54,0.0562,0.0137,-0.0015,0.0264,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,high_60_75,opponent_blew_early_small_lead,"2023,2024,2025",3,3152,983,0.2801,0.2696,0.2934,0.0238,-0.0008,-0.0079,0.0057,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,high_60_75,opponent_runs_4plus,"2023,2024,2025",3,3152,983,0.5501,0.5368,0.5713,0.0345,-0.0078,-0.0125,-0.0032,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,high_60_75,opponent_runs_5plus,"2023,2024,2025",3,3152,983,0.4311,0.4082,0.4661,0.0579,-0.0004,-0.0084,0.0132,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,high_60_75,team_early_deficit_scored_next2,"2023,2024,2025",3,3152,983,0.3258,0.3164,0.3307,0.0143,0.0011,-0.0012,0.0028,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,high_60_75,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,3152,983,0.2801,0.2696,0.2934,0.0238,-0.0008,-0.0079,0.0057,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,high_60_75,team_f5_runs_2plus,"2023,2024,2025",3,3152,983,0.6046,0.5662,0.6338,0.0676,0.0215,-0.0092,0.0543,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,high_60_75,team_post5_runs_2plus,"2023,2024,2025",3,3152,983,0.4888,0.4835,0.4926,0.0091,0.0078,-0.012,0.0225,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,high_60_75,team_runs_4plus,"2023,2024,2025",3,3152,983,0.5849,0.5662,0.5982,0.032,0.027,0.0159,0.0482,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,high_60_75,team_runs_5plus,"2023,2024,2025",3,3152,983,0.4612,0.4328,0.4761,0.0433,0.0297,0.0162,0.0509,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,high_60_75,team_trailed_early_1to3,"2023,2024,2025",3,3152,983,0.4708,0.4629,0.4765,0.0136,-0.0173,-0.0197,-0.0124,mixed_or_noisy
offense_consistency,l10_scored5_rate_bucket,high_60_75,team_won,"2023,2024,2025",3,3152,983,0.5303,0.5078,0.5443,0.0365,0.031,0.0078,0.0463,mixed_or_noisy
opponent_vulnerability,opponent_l10_allowed5_rate_bucket,high_60_75,f5_total_4plus,"2023,2024,2025",3,3134,915,0.6438,0.6239,0.6571,0.0332,0.0178,0.0028,0.0277,mixed_or_noisy
opponent_vulnerability,opponent_l10_allowed5_rate_bucket,high_60_75,f5_total_5plus,"2023,2024,2025",3,3134,915,0.5359,0.5131,0.558,0.0449,0.0295,0.0174,0.0441,mixed_or_noisy
opponent_vulnerability,opponent_l10_allowed5_rate_bucket,high_60_75,game_total_10plus,"2023,2024,2025",3,3134,915,0.4205,0.3989,0.4487,0.0498,0.0214,0.0078,0.0335,mixed_or_noisy
opponent_vulnerability,opponent_l10_allowed5_rate_bucket,high_60_75,game_total_9plus,"2023,2024,2025",3,3134,915,0.5277,0.5093,0.5597,0.0504,0.0293,0.024,0.036,mixed_or_noisy
opponent_vulnerability,opponent_l10_allowed5_rate_bucket,high_60_75,opponent_blew_early_small_lead,"2023,2024,2025",3,3134,915,0.2877,0.276,0.2975,0.0215,0.0068,0.0019,0.0122,mixed_or_noisy
opponent_vulnerability,opponent_l10_allowed5_rate_bucket,high_60_75,opponent_runs_4plus,"2023,2024,2025",3,3134,915,0.5516,0.5355,0.5672,0.0317,-0.0064,-0.0138,0.002,mixed_or_noisy
opponent_vulnerability,opponent_l10_allowed5_rate_bucket,high_60_75,opponent_runs_5plus,"2023,2024,2025",3,3134,915,0.4309,0.3978,0.4664,0.0686,-0.0006,-0.0188,0.0135,mixed_or_noisy
opponent_vulnerability,opponent_l10_allowed5_rate_bucket,high_60_75,team_early_deficit_scored_next2,"2023,2024,2025",3,3134,915,0.3272,0.3148,0.3403,0.0255,0.0024,-0.0131,0.0117,mixed_or_noisy
opponent_vulnerability,opponent_l10_allowed5_rate_bucket,high_60_75,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,3134,915,0.2877,0.276,0.2975,0.0215,0.0068,0.0019,0.0122,mixed_or_noisy
opponent_vulnerability,opponent_l10_allowed5_rate_bucket,high_60_75,team_f5_runs_2plus,"2023,2024,2025",3,3134,915,0.6092,0.6022,0.616,0.0138,0.026,0.0215,0.0298,mixed_or_noisy
opponent_vulnerability,opponent_l10_allowed5_rate_bucket,high_60_75,team_post5_runs_2plus,"2023,2024,2025",3,3134,915,0.4998,0.4918,0.5092,0.0174,0.0189,0.0137,0.0217,mixed_or_noisy
opponent_vulnerability,opponent_l10_allowed5_rate_bucket,high_60_75,team_trailed_early_1to3,"2023,2024,2025",3,3134,915,0.4823,0.4772,0.4899,0.0127,-0.0058,-0.0129,0.001,mixed_or_noisy
opponent_vulnerability,opponent_l10_allowed5_rate_bucket,high_60_75,team_won,"2023,2024,2025",3,3134,915,0.5279,0.5176,0.5443,0.0267,0.0286,0.0176,0.0443,mixed_or_noisy
starter_volatility,opponent_starter_bad_start_rate_bucket,below_avg_30_45,f5_total_4plus,"2023,2024,2025",3,3124,966,0.6233,0.6214,0.6263,0.0049,-0.0026,-0.0079,0.0012,mixed_or_noisy
starter_volatility,opponent_starter_bad_start_rate_bucket,below_avg_30_45,f5_total_5plus,"2023,2024,2025",3,3124,966,0.5094,0.4902,0.5217,0.0315,0.003,-0.0093,0.0239,mixed_or_noisy
starter_volatility,opponent_starter_bad_start_rate_bucket,below_avg_30_45,game_total_10plus,"2023,2024,2025",3,3124,966,0.3924,0.3607,0.4224,0.0617,-0.0067,-0.0198,0.0029,mixed_or_noisy
starter_volatility,opponent_starter_bad_start_rate_bucket,below_avg_30_45,game_total_9plus,"2023,2024,2025",3,3124,966,0.487,0.4589,0.5145,0.0556,-0.0115,-0.0274,0.0022,mixed_or_noisy
starter_volatility,opponent_starter_bad_start_rate_bucket,below_avg_30_45,opponent_blew_early_small_lead,"2023,2024,2025",3,3124,966,0.2719,0.2571,0.2958,0.0387,-0.009,-0.0224,0.0081,mixed_or_noisy
starter_volatility,opponent_starter_bad_start_rate_bucket,below_avg_30_45,opponent_runs_4plus,"2023,2024,2025",3,3124,966,0.5628,0.5434,0.5932,0.0498,0.0049,-0.0059,0.0187,mixed_or_noisy
starter_volatility,opponent_starter_bad_start_rate_bucket,below_avg_30_45,opponent_runs_5plus,"2023,2024,2025",3,3124,966,0.4457,0.4326,0.4669,0.0343,0.0141,0.0123,0.016,mixed_or_noisy
starter_volatility,opponent_starter_bad_start_rate_bucket,below_avg_30_45,team_early_deficit_scored_next2,"2023,2024,2025",3,3124,966,0.3224,0.308,0.3362,0.0282,-0.0024,-0.0086,0.0083,mixed_or_noisy
starter_volatility,opponent_starter_bad_start_rate_bucket,below_avg_30_45,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,3124,966,0.2719,0.2571,0.2958,0.0387,-0.009,-0.0224,0.0081,mixed_or_noisy
starter_volatility,opponent_starter_bad_start_rate_bucket,below_avg_30_45,team_f5_runs_2plus,"2023,2024,2025",3,3124,966,0.5716,0.5674,0.5787,0.0113,-0.0115,-0.0158,-0.008,mixed_or_noisy
starter_volatility,opponent_starter_bad_start_rate_bucket,below_avg_30_45,team_post5_runs_2plus,"2023,2024,2025",3,3124,966,0.4779,0.4721,0.4876,0.0155,-0.003,-0.0079,0.002,mixed_or_noisy
